person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
27,0,1,0.00898625090820416,4,3,0.2753623188405797,5,13.22,0.14,7.0,649,1,0
33,0,1,0.00975911075099621,13,0,0.0782608695652174,1,5.42,0.04,8.0,609,1,0
33,0,1,0.011533115355066466,11,0,0.3333333333333333,1,11.01,0.13,10.0,588,1,0
31,0,3,0.012026388735571268,7,0,0.13043478260869565,0,11.01,0.05,7.0,581,0,1
33,1,3,0.027392521875450975,10,2,0.5942028985507246,3,14.26,0.1,9.0,637,1,0
28,1,3,0.010568257051598787,3,0,0.5652173913043479,0,14.91,0.24,5.0,658,0,1
27,1,4,0.003030961941483986,4,3,0.06666666666666667,5,10.95,0.09,10.0,575,1,0
31,1,0,0.01323565927210756,11,3,0.5217391304347826,3,7.51,0.18,7.0,667,0,1
33,1,0,0.019475400701204515,7,3,0.3333333333333333,1,11.83,0.08,10.0,691,1,0
28,1,1,0.0030684996564603944,5,3,0.24275362318840576,1,10.65,0.3,7.0,682,0,1
27,1,3,0.002230713469616556,6,0,0.02608695652173913,0,16.77,0.06,6.0,553,0,1
28,0,3,0.007729432599364417,7,0,0.3797101449275362,0,7.88,0.21,5.0,659,1,0
27,1,1,0.0071868040750943385,2,3,0.10144927536231883,5,10.59,0.07,5.0,690,1,0
29,0,1,0.008327394496081202,6,3,0.18840579710144925,2,10.28,0.1,6.0,670,1,0
35,1,0,0.005691829819015383,11,2,0.13043478260869565,3,6.92,0.1,7.0,658,1,0
27,1,3,0.006385304346061029,6,0,0.2753623188405797,3,6.92,0.19,6.0,668,1,0
28,1,1,0.007383251450137542,4,0,0.21739130434782605,4,5.99,0.13,6.0,594,1,0
29,0,0,0.009283354970813732,6,0,0.2753623188405797,3,18.09,0.13,9.0,604,0,1
27,0,0,0.0023702981578992005,3,3,0.21739130434782605,5,11.89,0.32,6.0,554,0,1
29,1,4,0.00573492867695126,8,0,0.21739130434782605,0,8.59,0.16,9.0,690,1,0
30,1,1,0.008046834833776047,6,3,0.13043478260869565,2,15.13,0.08,7.0,582,0,1
29,1,3,0.006972422014006852,5,3,0.2753623188405797,5,7.51,0.17,10.0,658,1,0
35,0,0,0.014075530887561197,8,3,0.3043478260869565,0,11.99,0.1,10.0,647,0,0
28,1,3,0.005369561584514219,4,3,0.0782608695652174,4,9.63,0.07,9.0,638,1,0
29,0,4,0.004441962938874976,4,0,0.2934782608695652,0,11.01,0.27,8.0,599,0,0
27,1,3,0.015351396111037119,3,3,0.2753623188405797,5,6.54,0.08,7.0,664,1,0
30,0,1,0.0006224309257384434,10,3,0.028985507246376812,0,12.73,0.12,9.0,647,0,1
31,0,3,0.009033659651933625,13,3,0.7101449275362319,1,8.9,0.34,7.0,685,0,1
30,0,0,0.007356557963932095,10,3,0.043478260869565216,0,14.79,0.03,6.0,666,1,0
28,0,4,0.09975995326415457,4,0,0.7101449275362319,4,9.01,0.03,9.0,604,0,1
29,1,0,0.011037756545951865,11,3,0.4463768115942029,0,13.04,0.18,10.0,678,1,0
27,0,0,0.009056877423789403,4,3,0.03768115942028985,1,11.46,0.02,8.0,658,1,0
30,0,1,0.019092655037019138,8,0,0.3043478260869565,1,6.03,0.08,9.0,651,1,0
29,0,1,0.014380142493166052,4,0,0.2753623188405797,3,9.63,0.09,9.0,633,1,0
31,1,1,0.0030612701706130858,10,3,0.15942028985507245,1,8.49,0.2,5.0,648,1,0
31,1,0,0.012039040335804057,11,3,0.3913043478260869,1,9.63,0.15,5.0,661,1,0
33,1,1,0.00734626984945708,10,3,0.24637681159420288,2,7.51,0.15,9.0,607,1,0
30,0,3,0.01205572376468246,7,0,0.7391304347826088,3,15.96,0.27,5.0,664,1,0
31,1,3,0.007404522821957506,8,3,0.3333333333333333,0,6.03,0.2,6.0,612,1,0
28,0,0,0.008271783066486524,7,2,0.5072463768115942,3,7.9,0.27,10.0,645,0,0
29,1,4,0.01431493809196629,11,0,0.2753623188405797,1,11.26,0.09,8.0,612,1,0
27,0,1,0.0038519256708754324,3,3,0.07246376811594203,1,7.88,0.08,7.0,665,0,1
27,1,4,0.0048526533464316795,3,3,0.2753623188405797,1,9.88,0.23,9.0,597,1,0
29,0,3,0.014031875915329376,8,0,0.15942028985507245,4,13.98,0.06,10.0,660,1,0
30,1,0,0.04906582530281119,7,2,0.9999999999999999,5,10.59,0.1,5.0,658,0,0
31,0,4,0.008369798211147144,9,0,0.21739130434782605,3,8.59,0.12,6.0,627,1,0
34,1,0,0.003999156930727345,11,0,0.5072463768115942,0,12.84,0.49,5.0,635,0,0
32,1,3,0.00702386258638193,10,3,0.08985507246376812,5,6.92,0.06,6.0,587,1,0
28,1,3,0.00702719927215761,6,0,0.13043478260869565,3,15.27,0.09,8.0,711,0,1
34,1,1,0.007156634874539226,14,2,0.05507246376811595,2,7.14,0.04,7.0,710,1,0
27,1,0,0.008605034558332636,4,2,0.42028985507246375,3,11.99,0.21,10.0,642,0,0
28,1,4,0.00899473165121735,7,0,0.42028985507246375,1,11.99,0.21,5.0,618,1,0
35,1,4,0.0032624445171718364,12,3,0.02608695652173913,5,8.49,0.04,7.0,686,0,0
29,0,1,0.006893175726834434,3,3,0.1333333333333333,3,11.86,0.09,7.0,651,1,0
33,0,3,0.0056481748467835605,11,0,0.07246376811594203,4,7.37,0.06,9.0,589,1,0
34,0,1,0.07908974099810838,12,0,0.3913043478260869,4,14.61,0.02,9.0,698,0,0
28,1,3,0.009042279423520799,5,3,0.11884057971014493,0,7.88,0.06,8.0,620,0,0
27,0,1,0.004737120601448734,6,3,0.13043478260869565,1,13.79,0.12,9.0,702,0,0
29,0,1,0.00402001121682535,7,0,0.15942028985507245,2,5.79,0.16,6.0,555,1,0
28,0,1,0.007038877672372493,6,3,0.10144927536231883,4,14.35,0.07,10.0,704,0,0
29,0,3,0.011396172209689569,7,3,0.4492753623188405,1,13.11,0.18,6.0,624,0,1
29,0,3,0.013971954599941109,4,2,0.21739130434782605,1,13.23,0.07,5.0,528,1,0
28,0,3,0.009795953323102685,8,0,0.13043478260869565,3,8.94,0.06,9.0,584,0,1
32,0,1,0.011529361583568825,7,0,0.043478260869565216,5,15.65,0.02,10.0,636,1,0
29,1,3,0.0020164704371030562,3,3,0.17101449275362318,0,10.37,0.28,6.0,686,0,1
32,0,0,0.039075092947553146,6,0,0.22898550724637678,3,7.51,0.03,6.0,551,1,0
29,1,0,0.007168035217606134,6,0,0.30579710144927535,5,5.42,0.19,6.0,683,0,0
31,1,3,0.019854392593892253,11,0,0.6811594202898551,5,8.49,0.16,7.0,616,0,0
27,1,3,0.006319404801991334,5,0,0.15942028985507245,1,13.23,0.11,6.0,609,0,1
27,1,0,0.006343734802439007,6,3,0.38115942028985506,1,10.65,0.25,7.0,550,0,1
30,0,4,0.003024844684228571,6,0,0.18840579710144925,3,6.62,0.24,9.0,639,0,0
31,1,3,0.008038910205058805,8,0,0.42028985507246375,2,8.49,0.23,5.0,624,0,1
27,1,0,0.02105963130178293,3,3,0.5652173913043479,0,12.73,0.13,10.0,582,1,0
33,0,1,0.003029849712892092,9,3,0.2753623188405797,3,8.9,0.34,10.0,664,0,1
27,0,4,0.007200845961066994,2,0,0.23188405797101447,3,10.59,0.14,10.0,688,0,0
33,1,1,0.019188028638774012,9,0,0.4260869565217391,0,13.61,0.1,7.0,634,1,0
34,0,4,0.009032408394767743,9,3,0.2753623188405797,3,13.57,0.14,6.0,669,1,0
28,1,3,0.00837800089701236,4,3,0.22898550724637678,3,7.51,0.12,10.0,598,0,1
29,0,0,0.02904737899161463,10,0,0.5652173913043479,5,11.01,0.09,6.0,586,1,0
27,1,4,0.013073551954839072,5,3,0.3333333333333333,3,13.16,0.12,5.0,691,1,0
31,0,3,0.010547819851222743,11,3,0.4492753623188405,2,5.99,0.19,9.0,604,1,0
29,0,3,0.006400180403477606,9,3,0.4492753623188405,1,11.01,0.3,8.0,595,0,1
31,1,3,0.0073251375062111015,11,0,0.1246376811594203,0,6.03,0.08,7.0,634,1,0
31,0,4,0.002341241185935981,9,2,0.13043478260869565,4,11.83,0.2,7.0,575,0,0
27,0,1,0.009716289950208307,6,3,0.13043478260869565,0,12.99,0.06,8.0,656,1,0
30,1,0,0.015043725876804559,6,0,0.47826086956521735,2,10.62,0.15,10.0,612,1,0
31,1,3,0.03072795639396583,8,0,0.6811594202898551,0,11.01,0.1,6.0,537,1,0
29,0,3,0.01879582903155754,5,0,0.08695652173913043,2,13.49,0.02,5.0,546,1,0
32,1,4,0.015660734688157516,11,3,0.40289855072463765,0,13.35,0.12,5.0,718,0,0
28,1,1,0.01822539479249012,5,0,0.5217391304347826,1,11.01,0.13,9.0,677,0,0
30,0,1,0.0071747085891574955,7,3,0.13043478260869565,4,15.31,0.08,7.0,665,0,1
27,1,1,0.012087283250977441,3,2,0.9999999999999999,3,17.99,0.37,7.0,584,0,1
31,0,0,0.015038303762419077,11,0,0.263768115942029,3,5.99,0.08,5.0,567,0,0
31,1,4,0.008669126730940504,7,0,0.24275362318840576,2,11.01,0.13,5.0,627,1,0
29,1,4,0.01519512799387607,9,2,0.3333333333333333,3,11.83,0.1,7.0,593,0,0
27,1,0,0.010514870079187897,5,0,0.10144927536231883,1,11.49,0.05,8.0,640,0,1
34,0,4,0.011199029691776432,12,0,0.5847826086956522,4,11.01,0.23,9.0,646,0,0
27,0,3,0.00604218182546186,5,3,0.2753623188405797,1,11.01,0.19,8.0,675,1,0
28,1,0,0.0025214222178227405,5,3,0.16666666666666666,0,7.9,0.24,8.0,645,1,0
29,1,0,0.010537809793895701,9,2,0.15942028985507245,3,11.12,0.07,8.0,685,0,0
33,0,4,0.005290176268767815,10,3,0.11304347826086956,4,11.71,0.1,8.0,689,1,0
30,1,1,0.009007105194302164,9,2,0.5652173913043479,1,6.17,0.27,9.0,477,1,0
27,1,3,0.00924011708430387,4,0,0.13043478260869565,3,11.86,0.07,5.0,634,0,1
33,0,0,0.012555114402442677,12,0,0.20289855072463767,5,10.08,0.08,9.0,677,1,0
34,1,1,0.004047677903048702,10,3,0.1072463768115942,3,5.79,0.11,8.0,659,1,0
30,0,0,0.007334591449242197,6,2,0.13043478260869565,2,5.99,0.08,10.0,685,0,0
33,1,4,0.00801346797601924,12,3,0.2753623188405797,4,10.99,0.15,6.0,707,1,0
33,0,1,0.0135362390490668,10,0,0.13043478260869565,4,14.96,0.05,6.0,612,1,0
27,0,1,0.012769774520678137,3,0,0.30724637681159417,0,8.94,0.11,7.0,652,1,0
28,0,3,0.00939124114422741,6,3,0.3739130434782608,0,13.06,0.18,6.0,526,1,0
33,0,3,0.006396009546258005,10,3,0.0644927536231884,3,12.18,0.05,6.0,575,0,1
35,0,4,0.003688845153589037,9,3,0.263768115942029,0,13.57,0.28,6.0,609,0,1
27,0,1,0.024023581470605328,1,2,0.2753623188405797,1,8.59,0.06,9.0,571,1,0
34,0,1,0.009072865709797873,11,3,0.23188405797101447,4,10.65,0.12,8.0,464,1,0
31,0,2,0.006002697710449639,11,2,0.19420289855072462,2,9.99,0.14,8.0,658,1,0
28,0,1,0.010036611784673658,6,0,0.17391304347826086,5,5.79,0.08,9.0,624,0,0
32,1,0,0.003892243957331575,7,0,0.2753623188405797,3,15.95,0.28,9.0,680,0,1
34,1,3,0.005678205018764687,11,3,0.13043478260869565,1,12.53,0.1,5.0,641,1,0
28,0,1,0.009416544344692988,4,0,0.09565217391304348,1,6.62,0.05,6.0,569,0,0
34,1,1,0.00415514699074042,13,3,0.2753623188405797,0,10.37,0.26,10.0,704,0,1
32,1,0,0.0039431284154107064,12,0,0.18840579710144925,1,10.0,0.19,7.0,693,0,1
31,1,4,0.004024599159766911,8,3,0.17681159420289852,5,16.49,0.18,6.0,643,0,1
31,1,0,0.011850239532330123,10,0,0.2753623188405797,2,14.65,0.11,6.0,626,1,0
28,1,4,0.007143149102862515,3,3,0.3333333333333333,0,12.87,0.2,5.0,627,1,0
28,1,0,0.012287623426092272,6,0,0.4615942028985507,4,7.9,0.17,10.0,535,1,0
28,0,1,0.01238160674210728,10,0,0.5942028985507246,1,11.36,0.22,10.0,538,1,0
28,0,0,0.011506977983156967,5,0,0.4275362318840579,0,11.34,0.17,7.0,671,0,0
30,0,3,0.0041455540191353375,9,3,0.31014492753623185,3,11.99,0.3,8.0,700,0,1
35,0,4,0.007923933574371806,13,0,0.2753623188405797,2,9.91,0.15,9.0,597,0,0
30,0,0,0.00828207118096154,9,0,0.014492753623188404,3,11.01,0.01,7.0,551,1,0
28,1,0,0.007029840815063358,8,3,0.043478260869565216,5,14.96,0.03,5.0,649,0,0
35,1,4,0.007059453901322524,15,3,0.47826086956521735,1,7.88,0.29,8.0,560,0,1
33,0,0,0.007840655458553775,12,3,0.05797101449275363,0,9.99,0.04,7.0,697,1,0
35,0,1,0.00447630299664969,13,3,0.1246376811594203,2,13.23,0.12,8.0,683,0,1
34,1,4,0.021546370339310356,13,3,0.5652173913043479,5,17.74,0.12,5.0,652,1,0
33,1,1,0.01820106479204245,11,0,0.7101449275362319,4,11.86,0.18,10.0,612,1,0
29,1,1,0.01037959527669884,4,3,0.5072463768115942,3,10.0,0.22,10.0,640,1,0
27,1,1,0.005425868156978832,5,0,0.11594202898550725,5,9.99,0.1,7.0,672,1,0
28,1,0,0.012806478064210626,6,3,0.3043478260869565,5,16.35,0.11,8.0,692,1,0
29,0,0,0.007041658243852226,7,3,0.2753623188405797,5,10.62,0.17,10.0,668,0,0
31,1,4,0.0030110808554038885,8,3,0.07246376811594203,4,7.49,0.1,8.0,640,1,0
35,1,4,0.03236084699543959,12,3,0.13043478260869565,3,11.01,0.02,10.0,637,1,0
30,1,0,0.005554608616490513,3,3,0.052173913043478265,3,8.59,0.05,6.0,491,1,0
32,0,3,0.016667718649543167,6,0,0.2753623188405797,5,11.01,0.08,9.0,648,0,0
29,1,3,0.014382088893201866,9,0,0.3333333333333333,2,6.62,0.11,8.0,623,0,0
30,1,0,0.006712994694947674,9,3,0.13043478260869565,5,11.01,0.09,7.0,602,1,0
35,1,1,0.019575084188752978,14,3,0.7101449275362319,2,17.19,0.17,6.0,690,0,1
28,0,0,0.007994838147105023,6,3,0.03768115942028985,3,11.01,0.03,8.0,571,0,0
35,0,3,0.009993373898163795,12,0,0.07246376811594203,1,6.03,0.04,10.0,596,1,0
28,1,0,0.009694323435518409,5,3,0.2753623188405797,4,11.66,0.13,5.0,632,1,0
29,1,1,0.006004505081911466,8,3,0.5072463768115942,5,14.65,0.35,8.0,665,0,1
33,1,4,0.022415437955301203,12,0,0.263768115942029,0,6.91,0.06,5.0,525,1,0
32,0,0,0.006278113315517286,10,3,0.028985507246376812,4,11.01,0.03,10.0,676,0,0
34,0,1,0.004921611519129081,10,0,0.24637681159420288,1,13.47,0.21,8.0,644,1,0
34,0,4,0.007355306706766216,11,0,0.10144927536231883,0,8.9,0.07,7.0,721,0,0
34,0,3,0.007624466026004461,12,0,0.08695652173913043,2,11.49,0.06,7.0,618,1,0
28,0,3,0.009175885883122015,6,0,0.3333333333333333,4,6.03,0.16,5.0,666,1,0
32,0,0,0.007382000192971661,10,3,0.05797101449275363,3,13.49,0.04,10.0,557,1,0
28,0,0,0.0072064071040264625,3,3,0.42028985507246375,3,14.09,0.25,5.0,626,0,1
34,1,0,0.036545607072439174,12,0,0.07246376811594203,0,13.35,0.01,7.0,628,0,0
34,0,1,0.011485845639910989,11,0,0.07246376811594203,5,7.9,0.03,8.0,657,0,0
31,1,0,0.0075966603112071224,8,3,0.5362318840579711,2,14.83,0.3,10.0,652,0,1
28,0,0,0.01652952424700039,6,3,0.5652173913043479,5,11.01,0.16,7.0,671,0,1
29,0,1,0.007053475672641096,8,0,0.4891304347826087,5,14.27,0.3,10.0,700,0,0
31,1,0,0.017535395979794144,11,0,0.13478260869565215,4,6.62,0.04,7.0,657,0,0
29,0,4,0.012834700864729926,6,0,0.20289855072463767,0,8.9,0.07,6.0,641,0,0
27,0,1,0.010712012597101033,7,3,0.2985507246376811,2,14.91,0.13,6.0,680,0,0
34,1,4,0.006472614290524675,10,0,0.3333333333333333,0,11.86,0.22,5.0,674,1,0
31,1,4,0.0018820298060579202,10,0,0.05507246376811595,1,14.72,0.11,5.0,677,0,1
34,0,0,0.004061719789021359,11,3,0.3333333333333333,0,8.9,0.32,7.0,644,0,1
34,1,1,0.01727068557492347,11,0,0.15942028985507245,1,12.23,0.05,5.0,684,0,0
27,1,2,0.011587058441773304,4,0,0.5086956521739131,3,10.0,0.2,7.0,583,0,0
28,1,4,0.013184635785454443,5,3,0.24637681159420288,5,11.01,0.09,7.0,661,1,0
29,1,1,0.0057625953631746125,5,3,0.08985507246376812,0,8.59,0.07,5.0,658,1,0
32,1,3,0.005229003696213669,11,3,0.15942028985507245,3,10.36,0.13,8.0,638,1,0
28,1,3,0.008868493706037428,6,0,0.3913043478260869,5,10.36,0.2,7.0,665,0,0
34,1,1,0.007869156316221048,12,3,0.36231884057971014,0,10.62,0.2,8.0,565,1,0
32,1,0,0.005690995647571463,7,0,0.4492753623188405,3,5.99,0.33,9.0,646,1,0
31,0,0,0.01222923142501786,7,0,0.5405797101449276,1,6.99,0.2,6.0,644,1,0
32,1,0,0.01573080508944681,11,0,0.18840579710144925,0,7.14,0.06,10.0,669,0,0
30,0,0,0.012014015192486452,9,3,0.42028985507246375,0,14.96,0.16,9.0,691,0,1
31,0,1,0.015589413029702343,8,3,0.3333333333333333,2,14.26,0.1,10.0,668,0,0
29,0,0,0.003847476756507859,8,3,0.02608695652173913,4,7.9,0.04,8.0,683,1,0
29,1,1,0.009877285038884904,4,0,0.18840579710144925,3,11.01,0.09,5.0,569,1,0
32,1,3,0.008046556776628074,6,0,0.19202898550724637,2,9.99,0.11,6.0,616,0,1
33,1,1,0.014075252830413224,8,0,0.3333333333333333,1,12.98,0.11,5.0,653,0,0
29,1,3,0.024053194556864495,10,3,0.42028985507246375,2,16.32,0.08,5.0,668,1,0
29,1,0,0.003734724583004647,8,3,0.13043478260869565,4,16.07,0.14,8.0,661,0,1
30,1,3,0.006072072968869,8,2,0.10144927536231883,3,15.23,0.08,5.0,632,1,0
30,1,0,0.006512376462684871,10,3,0.08115942028985507,3,11.71,0.06,5.0,665,1,0
27,1,1,0.009506356803488394,3,3,0.6884057971014493,3,15.31,0.32,6.0,681,0,1
28,1,1,0.009861991895746366,5,3,0.19420289855072462,2,13.98,0.09,5.0,610,1,0
28,0,1,0.0023593149005542513,10,3,0.10144927536231883,5,13.11,0.16,5.0,632,0,1
29,0,0,0.0022903567278568498,9,3,0.043478260869565216,0,5.99,0.08,6.0,544,0,1
28,1,1,0.004027101674098671,7,0,0.42028985507246375,2,11.01,0.41,8.0,691,0,0
35,1,4,0.008069635519909866,12,2,0.15942028985507245,3,6.62,0.09,5.0,639,0,0
30,0,3,0.013213970814565636,9,3,0.2753623188405797,3,6.62,0.1,6.0,592,1,0
31,0,1,0.0157027213175015,10,0,0.42028985507246375,2,9.63,0.12,5.0,671,1,0
28,1,3,0.005710737705077574,8,2,0.08985507246376812,3,6.99,0.07,10.0,637,1,0
34,1,0,0.008035434490709138,8,0,0.18840579710144925,3,11.89,0.11,9.0,582,1,0
30,0,0,0.006526835434379487,8,3,0.3695652173913043,1,7.9,0.24,9.0,651,1,0
29,1,4,0.004525658140414967,9,0,0.1072463768115942,5,11.36,0.1,6.0,672,1,0
28,1,4,0.017048656942266715,6,0,0.13043478260869565,5,12.87,0.04,8.0,635,0,0
28,1,3,0.004028630988412525,4,0,0.07246376811594203,0,7.29,0.08,7.0,390,1,0
29,0,0,0.011130071519079032,6,0,0.18840579710144925,3,13.79,0.08,8.0,658,0,0
30,0,0,0.007205155846860583,11,3,0.2753623188405797,2,15.45,0.17,8.0,694,0,1
28,0,0,0.005214683753093039,5,3,0.07246376811594203,0,11.12,0.07,5.0,599,0,0
32,1,1,0.01823554387839115,10,3,0.10144927536231883,4,12.69,0.03,8.0,706,1,0
34,0,3,0.022030884919653996,13,0,0.7101449275362319,3,11.12,0.15,6.0,666,0,0
29,1,4,0.014283100548523336,4,0,0.6231884057971014,4,6.91,0.2,5.0,694,1,0
29,0,2,0.0040550464174699975,5,3,0.19420289855072462,5,15.27,0.19,8.0,672,0,0
30,0,3,0.019059983322132264,10,3,0.2753623188405797,4,17.04,0.07,10.0,649,1,0
31,0,3,0.012044045364467579,6,0,0.5652173913043479,2,14.26,0.21,9.0,594,0,1
27,0,4,0.006488185490811185,2,3,0.3565217391304348,4,11.83,0.23,8.0,674,1,0
28,1,4,0.008305706038539277,5,0,0.13043478260869565,4,11.01,0.07,6.0,671,1,0
30,1,1,0.004413323052633716,7,3,0.37028985507246376,4,11.01,0.33,6.0,612,0,1
29,1,0,0.025351582409326258,5,2,0.3043478260869565,5,8.49,0.06,7.0,688,0,0
29,0,1,0.006517659548496365,5,2,0.21739130434782605,4,12.21,0.15,5.0,608,1,0
34,0,4,0.017908548672374437,10,3,0.263768115942029,0,11.01,0.07,5.0,510,1,0
34,0,0,0.0034876708070302864,11,3,0.05869565217391305,3,12.21,0.08,10.0,702,0,0
27,0,4,0.007045133958201895,3,3,0.7101449275362319,1,10.59,0.43,5.0,635,0,1
27,0,4,0.008733496960696346,3,3,0.15652173913043477,2,9.32,0.08,6.0,649,1,0
29,1,4,0.0020538691235054774,5,3,0.03478260869565217,5,11.12,0.07,8.0,615,1,0
28,1,3,0.008339907067740005,5,0,0.22898550724637678,1,7.51,0.12,6.0,611,0,0
32,1,0,0.010089581671362589,10,0,0.1615942028985507,3,6.03,0.08,6.0,599,1,0
32,1,1,0.009753132522314783,8,3,0.2753623188405797,2,12.69,0.13,8.0,639,0,0
33,0,3,0.00652586223436158,10,3,0.3333333333333333,1,7.88,0.22,5.0,574,1,0
27,1,4,0.017855300728537533,2,0,0.5652173913043479,0,11.01,0.15,8.0,609,0,1
27,0,4,0.0043953883665894325,5,3,0.49927536231884057,3,11.49,0.45,7.0,637,0,1
29,1,1,0.011366837180578376,7,3,0.11594202898550725,5,13.61,0.05,8.0,600,1,0
29,1,4,0.004883934775578686,5,3,0.2934782608695652,4,7.9,0.25,6.0,602,1,0
32,1,1,0.0065759125209967914,12,3,0.07246376811594203,1,12.61,0.05,8.0,660,1,0
27,0,3,0.009398470630074717,6,0,0.08043478260869565,2,9.33,0.04,8.0,657,0,0
31,1,1,0.03239059911027274,10,0,0.21159420289855072,3,9.63,0.03,5.0,709,0,0
29,0,0,0.006899849098385796,9,3,0.13043478260869565,3,10.62,0.09,9.0,662,0,0
29,1,0,0.005324794383690503,5,3,0.3333333333333333,3,13.48,0.26,8.0,649,0,1
28,1,1,0.007051112186883321,4,2,0.3333333333333333,1,14.54,0.2,7.0,615,0,0
28,1,3,0.004685680029073656,3,3,0.263768115942029,3,10.99,0.23,7.0,605,1,0
35,1,0,0.005376513013213555,12,3,0.21739130434782605,5,11.01,0.17,9.0,639,1,0
29,1,3,0.010703392825513858,10,3,0.05507246376811595,5,11.11,0.03,6.0,639,1,0
33,1,1,0.01154729626961311,8,0,0.15942028985507245,5,7.51,0.07,5.0,556,1,0
28,1,4,0.01568589886004911,4,0,0.2753623188405797,5,5.42,0.08,9.0,602,1,0
28,0,1,0.013451292590360927,5,0,0.13043478260869565,3,7.9,0.05,5.0,702,1,0
32,0,0,0.009840998581074374,13,3,0.09057971014492754,2,6.03,0.05,8.0,658,0,0
33,0,0,0.0030235934270626905,11,3,0.014492753623188404,0,14.91,0.03,10.0,548,0,1
33,0,4,0.01001881612720336,7,3,0.17101449275362318,5,14.96,0.08,6.0,664,0,1
28,0,3,0.011192217291651084,9,0,0.42028985507246375,4,11.83,0.17,7.0,663,1,0
30,0,4,0.010076791042555813,5,0,0.3333333333333333,5,7.51,0.15,9.0,579,1,0
34,1,0,0.021558604853821186,11,0,0.42028985507246375,3,5.42,0.09,6.0,664,1,0
31,1,4,0.02572445704475858,10,3,0.08985507246376812,5,15.23,0.02,9.0,662,1,0
27,0,1,0.007339735506479705,6,0,0.10144927536231883,0,11.01,0.07,6.0,644,0,0
29,1,3,0.009405561087348038,3,3,0.24637681159420288,0,11.01,0.12,7.0,606,1,0
33,0,3,0.0025185026177690197,13,2,0.21014492753623187,2,11.83,0.3,7.0,631,1,0
32,1,4,0.005697529990548838,12,0,0.20289855072463767,5,5.99,0.15,8.0,689,0,0
29,0,3,0.005732148105471526,7,3,0.18840579710144925,5,14.91,0.14,8.0,621,0,1
30,1,1,0.022372339097365326,9,0,0.42028985507246375,2,16.35,0.09,5.0,696,1,0
32,0,4,0.009035327994821464,11,0,0.15942028985507245,3,6.62,0.08,5.0,653,0,0
33,0,4,0.010508613793358495,9,3,0.18840579710144925,5,8.0,0.08,10.0,542,0,0
35,0,4,0.012057531136144288,10,0,0.2753623188405797,4,6.54,0.11,5.0,689,0,0
31,1,1,0.00467122105737904,7,0,0.4275362318840579,3,12.53,0.37,8.0,674,1,0
34,1,1,0.004341306251308607,9,0,0.051449275362318844,2,6.17,0.06,10.0,603,1,0
30,0,4,0.003688845153589037,6,3,0.3333333333333333,0,14.22,0.35,8.0,615,0,1
28,1,1,0.0070495828725694685,6,0,0.07246376811594203,5,11.99,0.05,6.0,658,0,0
28,0,0,0.012077690279372359,6,0,0.5652173913043479,3,11.01,0.21,5.0,659,0,1
29,1,1,0.01223757313945706,5,0,0.21739130434782605,0,5.42,0.08,5.0,560,1,0
27,0,2,0.007180130703542977,5,3,0.3333333333333333,1,12.53,0.2,8.0,671,0,0
33,1,1,0.01624493275604962,9,0,0.15942028985507245,0,11.01,0.05,8.0,715,0,0
29,1,1,0.014147964774608267,4,0,0.2753623188405797,0,12.21,0.09,7.0,695,1,0
34,0,4,0.002060681523630826,13,3,0.028985507246376812,0,11.48,0.07,8.0,681,0,1
29,1,0,0.0037844968124918846,8,3,0.10144927536231883,1,10.59,0.11,8.0,665,1,0
28,0,2,0.006007980796261133,8,0,0.2753623188405797,2,10.75,0.2,6.0,714,0,0
30,0,3,0.014730494499612527,8,0,0.2753623188405797,0,14.27,0.09,10.0,621,1,0
27,1,0,0.02904918636307646,6,0,0.21739130434782605,4,13.23,0.04,9.0,680,1,0
33,0,1,0.011026495231458941,15,0,0.17681159420289852,2,11.01,0.08,9.0,613,1,0
27,0,0,0.00657007332088935,7,3,0.20579710144927535,3,14.59,0.14,7.0,659,0,1
33,1,1,0.00882205816232587,8,3,0.07246376811594203,5,11.49,0.04,5.0,716,0,0
35,1,3,0.007296358591395855,13,3,0.18840579710144925,4,11.49,0.12,9.0,664,1,0
31,0,0,0.008992646222607549,11,0,0.5478260869565218,5,18.53,0.27,10.0,622,1,0
28,0,4,0.005716298848037042,3,3,0.24637681159420288,3,12.53,0.18,8.0,708,1,0
29,1,0,0.0018458823768213786,5,3,0.06521739130434782,2,14.84,0.13,6.0,528,0,1
27,1,4,0.008398994211684352,5,3,0.2753623188405797,2,11.36,0.15,10.0,685,0,0
34,1,4,0.005385827927670663,11,2,0.2753623188405797,2,8.94,0.21,9.0,701,0,0
30,0,4,0.007862204887521713,7,3,0.3913043478260869,0,15.28,0.22,10.0,656,0,1
32,0,0,0.005723667362458337,9,3,0.1934782608695652,3,12.99,0.15,6.0,637,1,0
29,0,1,0.07915550151360408,3,0,0.17391304347826086,0,5.42,0.01,9.0,686,0,0
30,0,4,0.010727583797387542,7,0,0.2753623188405797,5,10.25,0.12,8.0,546,1,0
30,1,3,0.012390226513694454,8,0,0.15942028985507245,1,14.17,0.06,9.0,632,1,0
29,0,1,0.0036914866964947845,3,3,0.23405797101449274,1,19.42,0.25,10.0,658,0,1
32,0,3,0.014360400435659941,8,0,0.22898550724637678,3,15.99,0.08,9.0,602,0,1
